scenario,m2,m1,image type,image dimensions,outcome
workers_sless,2330.97220000127,2,jpeg,1920x2879,success
workers_sless,2330.97220000127,2,jpeg,1920x2879,success
workers_sless,7979.989699997532,-,-,-,failure
workers_sless,2330.97220000127,2,jpeg,1920x2879,success
workers_sless,7979.989699997532,-,-,-,failure
workers_sless,2881.2232999989646,5,jpeg,1920x2879,success
workers_sless,2330.97220000127,2,jpeg,1920x2879,success
workers_sless,7979.989699997532,-,-,-,failure
workers_sless,2881.2232999989646,5,jpeg,1920x2879,success
workers_sless,2197.4308999997447,2,jpeg,1920x2879,success
workers_sless,2193.1314000030397,2,jpeg,1920x2879,success
workers_sless,2193.1314000030397,2,jpeg,1920x2879,success
workers_sless,6516.653799997584,-,-,-,failure
workers_sless,2193.1314000030397,2,jpeg,1920x2879,success
workers_sless,6516.653799997584,-,-,-,failure
workers_sless,2879.6603999981016,3,jpeg,1920x2879,success
workers_sless,2193.1314000030397,2,jpeg,1920x2879,success
workers_sless,6516.653799997584,-,-,-,failure
workers_sless,2879.6603999981016,3,jpeg,1920x2879,success
workers_sless,7985.515600001236,-,-,-,failure
workers_sless,2220.734900001844,3,jpeg,1920x2879,success
workers_sless,2220.734900001844,3,jpeg,1920x2879,success
workers_sless,7866.496799997549,-,-,-,failure
workers_sless,2220.734900001844,3,jpeg,1920x2879,success
workers_sless,7866.496799997549,-,-,-,failure
workers_sless,2132.0959999975457,1,jpeg,1920x2879,success
workers_sless,2220.734900001844,3,jpeg,1920x2879,success
workers_sless,7866.496799997549,-,-,-,failure
workers_sless,2132.0959999975457,1,jpeg,1920x2879,success
workers_sless,2447.292799999559,2,jpeg,1920x2879,success
workers_sless,2217.101800000819,2,jpeg,1920x2879,success
workers_sless,2217.101800000819,2,jpeg,1920x2879,success
workers_sless,7450.422900001286,-,-,-,failure
workers_sless,2217.101800000819,2,jpeg,1920x2879,success
workers_sless,7450.422900001286,-,-,-,failure
workers_sless,2032.7503999978944,3,jpeg,1920x2879,success
workers_sless,2217.101800000819,2,jpeg,1920x2879,success
workers_sless,7450.422900001286,-,-,-,failure
workers_sless,2032.7503999978944,3,jpeg,1920x2879,success
workers_sless,7967.568799998844,-,-,-,failure
workers_sless,782.348999997339,0,jpeg,640x960,success
workers_sless,782.348999997339,0,jpeg,640x960,success
workers_sless,1004.8254000030283,0,jpeg,640x960,success
workers_sless,782.348999997339,0,jpeg,640x960,success
workers_sless,1004.8254000030283,0,jpeg,640x960,success
workers_sless,801.9992000008642,0,jpeg,640x960,success
workers_sless,782.348999997339,0,jpeg,640x960,success
workers_sless,1004.8254000030283,0,jpeg,640x960,success
workers_sless,801.9992000008642,0,jpeg,640x960,success
workers_sless,1006.9745000000694,0,jpeg,640x960,success
workers_sless,779.7699000002467,0,jpeg,640x960,success
workers_sless,779.7699000002467,0,jpeg,640x960,success
workers_sless,840.9477000022889,0,jpeg,640x960,success
workers_sless,779.7699000002467,0,jpeg,640x960,success
workers_sless,840.9477000022889,0,jpeg,640x960,success
workers_sless,658.3848999980546,0,jpeg,640x960,success
workers_sless,779.7699000002467,0,jpeg,640x960,success
workers_sless,840.9477000022889,0,jpeg,640x960,success
workers_sless,658.3848999980546,0,jpeg,640x960,success
workers_sless,597.4955999990925,0,jpeg,640x960,success
workers_sless,985.2111999971385,0,jpeg,640x960,success
workers_sless,985.2111999971385,0,jpeg,640x960,success
workers_sless,927.2724000002199,0,jpeg,640x960,success
workers_sless,985.2111999971385,0,jpeg,640x960,success
workers_sless,927.2724000002199,0,jpeg,640x960,success
workers_sless,828.2020000006014,0,jpeg,640x960,success
workers_sless,985.2111999971385,0,jpeg,640x960,success
workers_sless,927.2724000002199,0,jpeg,640x960,success
workers_sless,828.2020000006014,0,jpeg,640x960,success
workers_sless,956.2796999998682,0,jpeg,640x960,success
workers_sless,780.3592000018398,0,jpeg,640x960,success
workers_sless,780.3592000018398,0,jpeg,640x960,success
workers_sless,902.128099998663,0,jpeg,640x960,success
workers_sless,780.3592000018398,0,jpeg,640x960,success
workers_sless,902.128099998663,0,jpeg,640x960,success
workers_sless,699.0536999983306,0,jpeg,640x960,success
workers_sless,780.3592000018398,0,jpeg,640x960,success
workers_sless,902.128099998663,0,jpeg,640x960,success
workers_sless,699.0536999983306,0,jpeg,640x960,success
workers_sless,698.8846999993257,0,jpeg,640x960,success
workers_sless,882.9451000019617,0,jpeg,640x960,success
workers_sless,882.9451000019617,0,jpeg,640x960,success
workers_sless,952.2179999985383,0,jpeg,640x960,success
workers_sless,882.9451000019617,0,jpeg,640x960,success
workers_sless,952.2179999985383,0,jpeg,640x960,success
workers_sless,854.3264999971143,0,jpeg,640x960,success
workers_sless,882.9451000019617,0,jpeg,640x960,success
workers_sless,952.2179999985383,0,jpeg,640x960,success
workers_sless,854.3264999971143,0,jpeg,640x960,success
workers_sless,904.2644000001019,0,jpeg,640x960,success
workers_sless,780.1209999997809,0,jpeg,640x960,success
workers_sless,780.1209999997809,0,jpeg,640x960,success
workers_sless,595.2714000013657,0,jpeg,640x960,success
workers_sless,780.1209999997809,0,jpeg,640x960,success
workers_sless,595.2714000013657,0,jpeg,640x960,success
workers_sless,801.7225000003236,0,jpeg,640x960,success
workers_sless,780.1209999997809,0,jpeg,640x960,success
workers_sless,595.2714000013657,0,jpeg,640x960,success
workers_sless,801.7225000003236,0,jpeg,640x960,success
workers_sless,1007.7340999996522,0,jpeg,640x960,success
workers_sless,779.0963000006741,0,jpeg,640x960,success
workers_sless,779.0963000006741,0,jpeg,640x960,success
workers_sless,697.5841999992554,0,jpeg,640x960,success
workers_sless,779.0963000006741,0,jpeg,640x960,success
workers_sless,697.5841999992554,0,jpeg,640x960,success
workers_sless,801.6668000018399,0,jpeg,640x960,success
workers_sless,779.0963000006741,0,jpeg,640x960,success
workers_sless,697.5841999992554,0,jpeg,640x960,success
workers_sless,801.6668000018399,0,jpeg,640x960,success
workers_sless,699.543700000504,0,jpeg,640x960,success
workers_sless,449.23129999733646,-,-,-,failure
workers_sless,449.23129999733646,-,-,-,failure
workers_sless,824.7229999979027,0,jpeg,640x960,success
workers_sless,449.23129999733646,-,-,-,failure
workers_sless,824.7229999979027,0,jpeg,640x960,success
workers_sless,1006.6695000023174,0,jpeg,640x960,success
workers_sless,449.23129999733646,-,-,-,failure
workers_sless,824.7229999979027,0,jpeg,640x960,success
workers_sless,1006.6695000023174,0,jpeg,640x960,success
workers_sless,699.7940000001108,0,jpeg,640x960,success
workers_sless,430.11249999835854,-,-,-,failure
workers_sless,430.11249999835854,-,-,-,failure
workers_sless,740.1381999989098,0,jpeg,640x960,success
workers_sless,430.11249999835854,-,-,-,failure
workers_sless,740.1381999989098,0,jpeg,640x960,success
workers_sless,597.0870000019204,0,jpeg,640x960,success
workers_sless,430.11249999835854,-,-,-,failure
workers_sless,740.1381999989098,0,jpeg,640x960,success
workers_sless,597.0870000019204,0,jpeg,640x960,success
workers_sless,672.2369999988587,0,jpeg,640x960,success
workers_sless,1012.8850000000966,0,jpeg,640x960,success
workers_sless,1012.8850000000966,0,jpeg,640x960,success
workers_sless,1005.2691999990202,0,jpeg,640x960,success
workers_sless,1012.8850000000966,0,jpeg,640x960,success
workers_sless,1005.2691999990202,0,jpeg,640x960,success
workers_sless,1006.6499999993539,0,jpeg,640x960,success
workers_sless,1012.8850000000966,0,jpeg,640x960,success
workers_sless,1005.2691999990202,0,jpeg,640x960,success
workers_sless,1006.6499999993539,0,jpeg,640x960,success
workers_sless,487.3107000021264,0,jpeg,640x960,success
workers_sless,992.0549000016763,0,jpeg,640x960,success
workers_sless,992.0549000016763,0,jpeg,640x960,success
workers_sless,799.5101000014984,0,jpeg,640x960,success
workers_sless,992.0549000016763,0,jpeg,640x960,success
workers_sless,799.5101000014984,0,jpeg,640x960,success
workers_sless,1006.9851000007475,0,jpeg,640x960,success
workers_sless,992.0549000016763,0,jpeg,640x960,success
workers_sless,799.5101000014984,0,jpeg,640x960,success
workers_sless,1006.9851000007475,0,jpeg,640x960,success
workers_sless,904.599400000734,0,jpeg,640x960,success
workers_sless,687.5948999986576,0,jpeg,640x960,success
workers_sless,687.5948999986576,0,jpeg,640x960,success
workers_sless,890.3712999999698,0,jpeg,640x960,success
workers_sless,687.5948999986576,0,jpeg,640x960,success
workers_sless,890.3712999999698,0,jpeg,640x960,success
workers_sless,704.503000000841,0,jpeg,640x960,success
workers_sless,687.5948999986576,0,jpeg,640x960,success
workers_sless,890.3712999999698,0,jpeg,640x960,success
workers_sless,704.503000000841,0,jpeg,640x960,success
workers_sless,934.2870999971638,0,jpeg,640x960,success
workers_sless,955.579099998431,0,jpeg,640x960,success
workers_sless,955.579099998431,0,jpeg,640x960,success
workers_sless,800.6169000000227,0,jpeg,640x960,success
workers_sless,955.579099998431,0,jpeg,640x960,success
workers_sless,800.6169000000227,0,jpeg,640x960,success
workers_sless,597.6814999994531,0,jpeg,640x960,success
workers_sless,955.579099998431,0,jpeg,640x960,success
workers_sless,800.6169000000227,0,jpeg,640x960,success
workers_sless,597.6814999994531,0,jpeg,640x960,success
workers_sless,801.8639000001713,0,jpeg,640x960,success
workers_sless,579.1816000019026,0,jpeg,640x960,success
workers_sless,579.1816000019026,0,jpeg,640x960,success
workers_sless,1005.1807000018016,0,jpeg,640x960,success
workers_sless,579.1816000019026,0,jpeg,640x960,success
workers_sless,1005.1807000018016,0,jpeg,640x960,success
workers_sless,596.7358999987482,0,jpeg,640x960,success
workers_sless,579.1816000019026,0,jpeg,640x960,success
workers_sless,1005.1807000018016,0,jpeg,640x960,success
workers_sless,596.7358999987482,0,jpeg,640x960,success
workers_sless,700.1123999980337,0,jpeg,640x960,success
workers_sless,780.1244000002043,0,jpeg,640x960,success
workers_sless,780.1244000002043,0,jpeg,640x960,success
workers_sless,415.0456999996095,-,-,-,failure
workers_sless,780.1244000002043,0,jpeg,640x960,success
workers_sless,415.0456999996095,-,-,-,failure
workers_sless,572.6899999972375,0,jpeg,640x960,success
workers_sless,780.1244000002043,0,jpeg,640x960,success
workers_sless,415.0456999996095,-,-,-,failure
workers_sless,572.6899999972375,0,jpeg,640x960,success
workers_sless,801.8131999997422,0,jpeg,640x960,success
workers_sless,883.6510000000999,0,jpeg,640x960,success
workers_sless,883.6510000000999,0,jpeg,640x960,success
workers_sless,697.671599999012,0,jpeg,640x960,success
workers_sless,883.6510000000999,0,jpeg,640x960,success
workers_sless,697.671599999012,0,jpeg,640x960,success
workers_sless,427.7699999984179,-,-,-,failure
workers_sless,883.6510000000999,0,jpeg,640x960,success
workers_sless,697.671599999012,0,jpeg,640x960,success
workers_sless,427.7699999984179,-,-,-,failure
workers_sless,664.7363000010955,0,jpeg,640x960,success
workers_sless,781.2620000004245,0,jpeg,640x960,success
workers_sless,781.2620000004245,0,jpeg,640x960,success
workers_sless,414.49650000140537,-,-,-,failure
workers_sless,781.2620000004245,0,jpeg,640x960,success
workers_sless,414.49650000140537,-,-,-,failure
workers_sless,888.1517000008898,0,jpeg,640x960,success
workers_sless,781.2620000004245,0,jpeg,640x960,success
workers_sless,414.49650000140537,-,-,-,failure
workers_sless,888.1517000008898,0,jpeg,640x960,success
workers_sless,723.1740999995964,0,jpeg,640x960,success
workers_sless,953.6368000008224,0,jpeg,640x960,success
workers_sless,953.6368000008224,0,jpeg,640x960,success
workers_sless,696.5716000013344,0,jpeg,640x960,success
workers_sless,953.6368000008224,0,jpeg,640x960,success
workers_sless,696.5716000013344,0,jpeg,640x960,success
workers_sless,905.5159000017738,0,jpeg,640x960,success
workers_sless,953.6368000008224,0,jpeg,640x960,success
workers_sless,696.5716000013344,0,jpeg,640x960,success
workers_sless,905.5159000017738,0,jpeg,640x960,success
workers_sless,904.7524999987218,0,jpeg,640x960,success
workers_sless,977.465600000869,0,jpeg,640x960,success
workers_sless,977.465600000869,0,jpeg,640x960,success
workers_sless,705.6295000002137,0,jpeg,640x960,success
workers_sless,977.465600000869,0,jpeg,640x960,success
workers_sless,705.6295000002137,0,jpeg,640x960,success
workers_sless,410.77950000180863,-,-,-,failure
workers_sless,977.465600000869,0,jpeg,640x960,success
workers_sless,705.6295000002137,0,jpeg,640x960,success
