0,express,4208.416699999943,1487.1406939029694,jpeg,1920x2879,success
1,express,4143.378899999894,1230.8885409832,jpeg,1920x2879,success
2,express,3441.5833000000566,1200.5463070869446,jpeg,1920x2879,success
3,express,3237.431399999885,1214.1860699653625,jpeg,1920x2879,success
4,express,4119.357100000139,1287.4550869464874,jpeg,1920x2879,success
5,express,3625.659999999916,1204.3744761943817,jpeg,1920x2879,success
6,express,3331.46669999999,1483.0034251213074,jpeg,1920x2879,success
7,express,2773.5455999998376,1185.1731960773468,jpeg,1920x2879,success
8,express,3793.4322000001557,1268.0696949958801,jpeg,1920x2879,success
9,express,3866.7631999999285,1162.4270420074463,jpeg,1920x2879,success
10,express,3649.621700000018,1254.9923379421234,jpeg,1920x2879,success
11,express,3872.213599999901,1162.5998330116272,jpeg,1920x2879,success
12,express,3283.7695000001695,1328.526337146759,jpeg,1920x2879,success
13,express,4060.912500000093,1224.1586039066315,jpeg,1920x2879,success
14,express,3944.718300000066,1164.1549379825592,jpeg,1920x2879,success
15,express,4086.367499999935,1229.200250864029,jpeg,1920x2879,success
16,express,3361.524599999888,1260.7216329574585,jpeg,1920x2879,success
17,express,4219.821599999908,1278.781741142273,jpeg,1920x2879,success
18,express,3383.8675999999978,1372.3458499908447,jpeg,1920x2879,success
19,express,3351.0751000000164,1411.226781129837,jpeg,1920x2879,success
20,express,3835.153799999971,1096.9153661727905,jpeg,1920x2879,success
21,express,3680.531600000104,1209.0499720573425,jpeg,1920x2879,success
22,express,4106.341300000204,1197.2253320217133,jpeg,1920x2879,success
23,express,4268.965899999952,1240.0536048412323,jpeg,1920x2879,success
24,express,3217.500800000038,1159.3359761238098,jpeg,1920x2879,success
25,express,3692.8971000001766,1226.5207998752594,jpeg,1920x2879,success
26,express,3394.310500000138,1250.3517339229584,jpeg,1920x2879,success
27,express,3994.0126000000164,1159.2913179397583,jpeg,1920x2879,success
28,express,4058.972599999979,1147.188229084015,jpeg,1920x2879,success
29,express,3486.7555999998003,1234.522675037384,jpeg,1920x2879,success
30,express,5020.788699999917,1369.5362558364868,jpeg,1920x2879,success
31,express,4618.201600000029,1357.1778399944305,jpeg,1920x2879,success
32,express,3716.001500000013,1282.4575550556183,jpeg,1920x2879,success
33,express,4847.615299999947,1207.448261976242,jpeg,1920x2879,success
34,express,3604.7059000001755,1314.4171488285065,jpeg,1920x2879,success
35,express,3084.658499999903,1203.3903601169586,jpeg,1920x2879,success
36,express,3680.1133999999147,1152.934340953827,jpeg,1920x2879,success
37,express,3937.752299999818,1238.778892993927,jpeg,1920x2879,success
38,express,3640.1997999998275,1191.741040945053,jpeg,1920x2879,success
39,express,3054.8875000001863,1253.6993629932404,jpeg,1920x2879,success
40,express,3395.1792000001296,1228.8523988723755,jpeg,1920x2879,success
41,express,3257.2438000000548,1140.626441001892,jpeg,1920x2879,success
42,express,5377.246499999892,1191.016555070877,jpeg,1920x2879,success
43,express,4188.668500000145,1269.6750700473785,jpeg,1920x2879,success
44,express,3347.1674999999814,1202.1246728897095,jpeg,1920x2879,success
45,express,3685.9832999999635,1249.8863790035248,jpeg,1920x2879,success
46,express,4062.1222000001,1382.6972839832306,jpeg,1920x2879,success
47,express,3813.7094000000507,1202.5034198760986,jpeg,1920x2879,success
48,express,4938.719700000016,1395.0216941833496,jpeg,1920x2879,success
49,express,3926.128499999875,1357.1268808841705,jpeg,1920x2879,success
50,express,3358.717200000072,1336.9760558605194,jpeg,1920x2879,success
