0,workers_sless,9472.581699997187,4,jpeg,1920x2879,success
1,workers_sless,7934.69319999963,3,jpeg,1920x2879,success
2,workers_sless,11244.228300001472,-,-,-,failure
3,workers_sless,11879.491900000721,-,-,-,failure
4,workers_sless,12317.058899998665,-,-,-,failure
5,workers_sless,7370.8260000012815,4,jpeg,1920x2879,success
6,workers_sless,20294.878600001335,-,-,-,failure
7,workers_sless,17980.770700000226,-,-,-,failure
8,workers_sless,15771.2397999987,-,-,-,failure
9,workers_sless,17273.704700000584,-,-,-,failure
10,workers_sless,42808.416999999434,-,-,-,failure
11,workers_sless,32101.261400002986,-,-,-,failure
12,workers_sless,1503.5868999995291,0,jpeg,640x960,success
13,workers_sless,1092.132999997586,0,jpeg,640x960,success
14,workers_sless,2208.922399997711,0,jpeg,640x960,success
15,workers_sless,1240.3176999986172,0,jpeg,640x960,success
16,workers_sless,1285.0944999977946,0,jpeg,640x960,success
17,workers_sless,1199.6535000018775,0,jpeg,640x960,success
18,workers_sless,1911.0166000016034,0,jpeg,640x960,success
19,workers_sless,1230.7734000012279,0,jpeg,640x960,success
20,workers_sless,1856.324999999255,0,jpeg,640x960,success
21,workers_sless,1849.0566000007093,-,-,-,failure
22,workers_sless,1337.6776999980211,0,jpeg,640x960,success
23,workers_sless,1114.9079999998212,-,-,-,failure
24,workers_sless,855.1503999978304,-,-,-,failure
25,workers_sless,1382.6391000002623,-,-,-,failure
26,workers_sless,863.9750000014901,-,-,-,failure
27,workers_sless,1041.3141000010073,-,-,-,failure
28,workers_sless,1825.427300002426,0,jpeg,640x960,success
29,workers_sless,1180.328100003302,0,jpeg,640x960,success
30,workers_sless,1660.470300000161,0,jpeg,640x960,success
31,workers_sless,1186.3951999992132,0,jpeg,640x960,success
32,workers_sless,2013.1665000021458,0,jpeg,640x960,success
33,workers_sless,1989.9660000018775,0,jpeg,640x960,success
34,workers_sless,1699.3635999970138,0,jpeg,640x960,success
35,workers_sless,1226.7355999983847,0,jpeg,640x960,success
36,workers_sless,1760.169399999082,0,jpeg,640x960,success
37,workers_sless,1073.535499997437,-,-,-,failure
38,workers_sless,951.6319999992847,-,-,-,failure
39,workers_sless,1068.0645000003278,-,-,-,failure
40,workers_sless,1053.4820999987423,-,-,-,failure
41,workers_sless,2054.2552000023425,0,jpeg,640x960,success
42,workers_sless,2265.8090000003576,0,jpeg,640x960,success
43,workers_sless,1280.2560000009835,0,jpeg,640x960,success
