0,express,41.92769999988377,-,-,-,failure
1,express,9.702799999853596,-,-,-,failure
2,express,7.411300000036135,-,-,-,failure
3,express,6.569200000027195,-,-,-,failure
4,express,6.236799999838695,-,-,-,failure
5,express,7.128099999856204,-,-,-,failure
6,express,7.402900000102818,-,-,-,failure
7,express,5.646100000012666,-,-,-,failure
8,express,6.2484999999869615,-,-,-,failure
9,express,7.200799999991432,-,-,-,failure
10,express,7.211899999994785,-,-,-,failure
11,express,7.053899999940768,-,-,-,failure
12,express,5.191000000108033,-,-,-,failure
13,express,6.200399999972433,-,-,-,failure
14,express,5.001699999906123,-,-,-,failure
15,express,5.548699999926612,-,-,-,failure
16,express,5.185300000011921,-,-,-,failure
17,express,7.981799999950454,-,-,-,failure
18,express,7.2907000000122935,-,-,-,failure
19,express,5.771999999880791,-,-,-,failure
20,express,5.924899999983609,-,-,-,failure
21,express,4.675099999876693,-,-,-,failure
22,express,4.830800000112504,-,-,-,failure
23,express,5.420099999988452,-,-,-,failure
24,express,6.773700000019744,-,-,-,failure
25,express,6.891799999866635,-,-,-,failure
26,express,5.13329999987036,-,-,-,failure
27,express,6.306600000010803,-,-,-,failure
28,express,4.66980000003241,-,-,-,failure
29,express,4.739199999952689,-,-,-,failure
30,express,5.1962000001221895,-,-,-,failure
31,express,8.582200000062585,-,-,-,failure
32,express,9.997299999929965,-,-,-,failure
33,express,4.6785000001545995,-,-,-,failure
34,express,5.078199999872595,-,-,-,failure
35,express,5.15210000006482,-,-,-,failure
36,express,5.230699999956414,-,-,-,failure
37,express,5.146099999779835,-,-,-,failure
38,express,7.273300000000745,-,-,-,failure
39,express,6.0539000001735985,-,-,-,failure
40,express,4.798799999989569,-,-,-,failure
41,express,5.368999999947846,-,-,-,failure
42,express,5.177300000097603,-,-,-,failure
43,express,5.270899999886751,-,-,-,failure
44,express,6.253099999856204,-,-,-,failure
45,express,8.65210000006482,-,-,-,failure
46,express,5.779799999902025,-,-,-,failure
